요양기관명,시도코드명,시군구코드명,주소,위도,경도
푸른꿈소아과의원,서울특별시,광진구,"서울특별시 광진구 뚝섬로 657, (자양동)",37.5316633,127.0826361
푸른소아과의원,서울특별시,강남구,"서울특별시 강남구 개포로 615, 309호 (개포동, 석탑플라자)",37.4926193,127.0755689
푸른소아과의원,서울특별시,관악구,"서울특별시 관악구 청림6길 3, A동 205호 (봉천동, 관악푸르지오상가)",37.4875956,126.9599089
푸른소아청소년과의원,서울특별시,송파구,"서울특별시 송파구 충민로2길 28, (장지동, 대진프라자 304호)",37.4771259,127.1274175
푸른소아청소년과의원,인천광역시,인천부평구,"인천광역시 부평구 주부토로 231, (갈산동)",37.5157984,126.7259953
푸른소아청소년과의원,경기도,성남분당구,"경기도 성남시 분당구 서판교로 36, 3층 일부호 (판교동, 화령빌딩)",37.3899673,127.0979066
푸른소아청소년과의원,충청북도,제천시,"충청북도 제천시 용두대로15길 4, 용두시티 2층 202호 (하소동)",37.1341028,128.1992449
푸른소아청소년과의원,전라남도,화순군,"전라남도 화순군 화순읍 중앙로 98, 98",35.0602455,126.9922033
푸른소아청소년과의원,제주특별자치도,서귀포시,"제주특별자치도 서귀포시 중앙로 35-1, (서귀동)",33.2478875,126.5616421
푸른소아청소년과의원,경기도,의정부시,"경기도 의정부시 용민로 483, 보광프라자 207호 (민락동)",37.7507786,127.1181076
푸른소아청소년과의원,경기도,구리시,"경기도 구리시 이문안로 72, 청림빌딩 3층 (수택동)",37.5920624,127.1393697
푸른솔의원,강원도,원주시,"강원특별자치도 원주시 천사로 50, 2층 (단계동)",37.3475696,127.9309702
푸른숲소아청소년과의원,서울특별시,성북구,"서울특별시 성북구 돌곶이로40길 46, 상가1동 1층 5호일부,6호 (장위동, 꿈의숲 아이파크)",37.6191535,127.0486531
푸른숲소아청소년과의원,경기도,성남분당구,"경기도 성남시 분당구 돌마로366번길 42, 2층 (수내동, 동한프라자)",37.3670892,127.1268096
푸른신방의원,충청남도,천안동남구,"충청남도 천안시 동남구 풍세로 656, 1,2층 (신방동)",36.7701402,127.1350165
푸른연합소아청소년과의원,대구광역시,대구수성구,"대구광역시 수성구 달구벌대로 3316, 2층 (신매동)",35.8364083,128.7185608
푸른의원,인천광역시,인천부평구,"인천광역시 부평구 배곶남로 24, (십정동)",37.4726295,126.6964423
프라미스소아청소년과의원,경기도,의정부시,"경기도 의정부시 민락로 210, 3층 (민락동)",37.7431608,127.1023484
프라임메디컬의원,경기도,수원권선구,"경기도 수원시 권선구 경수대로 193, 세류비즈타워 4~7층 (세류동)",37.2444636,127.0171843
프라자의원,대구광역시,대구남구,"대구광역시 남구 명덕로 326, 3층 (이천동)",35.854841,128.6057655
플러스맘소아청소년과의원,경기도,하남시,"경기도 하남시 미사대로 380, 3층 일부 (망월동)",37.5697958,127.196203
플러스소아청소년과의원,서울특별시,금천구,"서울특별시 금천구 시흥대로 391, 홈플러스금천점 4층 (독산동)",37.4686493,126.8968106
플레이소아청소년과의원,충청북도,청주서원구,"충청북도 청주시 서원구 산남로 4, 2층 (산남동)",36.6125868,127.4732296
피노키오소아청소년과의원,전라북도,전주완산구,"전북특별자치도 전주시 완산구 소대배기로 28, (평화동2가)",35.78673300000001,127.1332449
피터소아청소년과의원,경기도,용인수지구,"경기도 용인시 수지구 고기로45번길 40, 한화 포레나 수지동천 근린생활시설 212호 (동천동)",37.3399199,127.0939588
피터팬소아청소년과의원,인천광역시,인천중구,"인천광역시 중구 하늘달빛로 94, 408호 (중산동)",37.4873096,126.5574733
필립소아청소년과의원,서울특별시,양천구,"서울특별시 양천구 목동중앙본로7길 45, 202호 (목동, 보미리즌빌)",37.5391528,126.8663388
하나소아청소년과의원,경기도,용인기흥구,"경기도 용인시 기흥구 덕영대로2077번길 33, 근린생활시설 B동 302호,303호,304호 (영덕동, 기흥효성해링턴플레이스)",37.2664689,127.095893
하나소아청소년과의원,경기도,시흥시,"경기도 시흥시 은행로 149, 만경빌딩 3층 302호 (은행동)",37.44437990000001,126.7991849
하나소아청소년과의원,경기도,수원권선구,"경기도 수원시 권선구 곡선로50번길 33, 2층 (곡반정동)",37.2373433,127.0291616
하나소아청소년과의원,충청북도,청주청원구,"충청북도 청주시 청원구 오창읍 2산단로 140, 201호",36.7337602,127.4514616
하나소아청소년과의원,경상북도,포항남구,"경상북도 포항시 남구 오천읍 충무로 5, 4~5층",35.9765444,129.4103482
하나소아청소년과의원,울산광역시,울산울주군,"울산광역시 울주군 범서읍 장검길 10, 3층 (하나소아청소년과의원)",35.5575976,129.2539559
하나소아청소년과의원,경기도,성남분당구,"경기도 성남시 분당구 미금로 48, 308~309호 (구미동, 오성프라자)",37.3377597,127.116518
하나소아청소년과의원,경기도,안양만안구,"경기도 안양시 만안구 태평로52번길 31, 302호 (안양동)",37.3959082,126.9310077
하나소아청소년과의원,경기도,하남시,"경기도 하남시 위례학암로14번길 31, 경서타워2 3층 305~306호 (학암동)",37.4874015,127.1575327
하나원부속의원,경기도,안성시,"경기도 안성시 삼죽면 삼백로 200, (삼죽면)",37.0884197,127.3762581
하나의원,서울특별시,강서구,"서울특별시 강서구 까치산로 73, 5층 (화곡동)",37.5452396,126.84696
하나의원,경기도,안산상록구,"경기도 안산시 상록구 광덕산2로 22, 114,118호 (월피동, 은성빌딩)",37.33528099999999,126.8452841
하남드림소아청소년과의원,경기도,하남시,"경기도 하남시 대청로 119-1, 2층 204호 (창우동, 부영아파트상가)",37.5407656,127.2253277
하남이엠365의원,경기도,하남시,"경기도 하남시 감일백제로 177, JS스퀘어감일 4~5층 (감이동)",37.516051,127.165474
하늘별소아청소년과의원,서울특별시,노원구,"서울특별시 노원구 한글비석로 263, 3층 (중계동, 성모빌딩)",37.6512178,127.0764633
하늘별소아청소년과의원,부산광역시,부산동래구,"부산광역시 동래구 우장춘로 7, 보민빌딩 6층 602호, 7층 전부 (온천동)",35.2087231,129.0696369
하늘빛소아청소년과의원,경기도,김포시,"경기도 김포시 김포한강2로 41, 2층 (장기동, e편한세상 캐널시티)",37.6404782,126.6775574
하늘빛소아청소년과의원,경기도,용인수지구,"경기도 용인시 수지구 성복2로 38, 성복역 롯데캐슬 골드타운 2층 (성복동)",37.3123775,127.0830541
하늘소아청소년과의원,경기도,군포시,"경기도 군포시 삼성로 6, 302호 (부곡동, 웅신프라자)",37.3363858,126.9344607
하늘소아청소년과의원,경기도,고양일산동구,"경기도 고양시 일산동구 중산로 105, (중산동, 현해프라자 303호)",37.6813924,126.7812997
하늘소아청소년과의원,경기도,수원영통구,"경기도 수원시 영통구 봉영로1517번길 27, 201호 (영통동, 벽적골9단지 주공아파트상가)",37.247464,127.06547
하늘소아청소년과의원,세종특별자치시,세종시,"세종특별자치시 한누리대로 1820, 왕관빌딩 314-2,315,404,405-1호 (반곡동)",36.4944387,127.3096383
하늘숲소아청소년과의원,서울특별시,도봉구,"서울특별시 도봉구 도당로 2, 4층 (쌍문동)",37.658417,127.0352934
하만철소아청소년과의원,부산광역시,부산사하구,"부산광역시 사하구 다대로 559, (다대동)",35.056446,128.9708415
하서홍소아청소년과의원,부산광역시,부산수영구,"부산광역시 수영구 과정로 48, 2층 (망미동)",35.1755278,129.1076766
하양연합소아청소년과의원,경상북도,경산시,"경상북도 경산시 하양읍 하양로 112, 3층",35.9139706,128.8196247
하이소아청소년과의원,광주광역시,광주남구,"광주광역시 남구 봉선2로 81, 2층 (봉선동)",35.1262289,126.9152368
하정훈소아청소년과의원,서울특별시,동작구,"서울특별시 동작구 사당로 230-1, (사당동)",37.483294,126.9732446
한&김 소아청소년과의원,경기도,이천시,"경기도 이천시 부발읍 대산로 476-13, 2층 (덕원빌딩)",37.2600179,127.4795446
한가람메디즈의원,인천광역시,인천계양구,"인천광역시 계양구 새벌로 112, 마스터즈 2층 206~209호 (효성동)",37.5270954,126.7171958
한결의원,울산광역시,울산북구,"울산광역시 북구 산하중앙2로 290, 305,306호 (산하동, 아이스케어)",35.6207175,129.4405352
한경의원,제주특별자치도,제주시,"제주특별자치도 제주시 한경면 두신로 75, (한경면)",33.3498541,126.1828013
한광선소아청소년과의원,경기도,성남분당구,"경기도 성남시 분당구 야탑로 95, 5층 6호 (야탑동, 세신옴니코아)",37.4101621,127.1292987
한국의료재단 아이에프씨의원,서울특별시,영등포구,"서울특별시 영등포구 국제금융로 10, 4.5층 (여의도동, 투아이에프씨빌딩)",37.5249782,126.9252984
한국혈우재단의원,서울특별시,서초구,"서울특별시 서초구 사임당로 70, 한국혈우재단 1,2,4,B1층 (서초동)",37.4890469,127.0175481
한그루 소아청소년과 의원,경기도,화성시,"경기도 화성시 여울로 21, 1층 (능동)",37.2011611,127.0531639
한나여성의원,전라북도,전주덕진구,"전북특별자치도 전주시 덕진구 기린대로 489, 2,3,4,5,8층 (덕진동1가)",35.848595,127.1317085
한내과의원,대구광역시,대구서구,"대구광역시 서구 평리로 245, (중리동)",35.8627678,128.5502142
한독소아청소년과의원,광주광역시,광주서구,"광주광역시 서구 풍암순환로 183, 2층 212호 (풍암동, 우미광장아파트)",35.1267332,126.881128
한마음 소아청소년과의원,강원도,춘천시,"강원특별자치도 춘천시 후석로 326, 5층 (후평동)",37.8826435,127.7485821
한마음소아과의원,경상북도,김천시,"경상북도 김천시 시청로 72, (신음동)",36.1348299,128.1177282
한마음소아청소년과의원,경기도,안산단원구,"경기도 안산시 단원구 광덕동로 75, 사또타워 105호 (고잔동)",37.3111701,126.8324572
한마음연합소아청소년과이비인후과의원,대구광역시,대구동구,"대구광역시 동구 안심로22길 46, 201호 (율하동)",35.8716861,128.6988012
한마음의원,충청북도,음성군,"충청북도 음성군 감곡면 장감로125번길 6, (감곡면)",37.11914,127.6362815
한마음의원,경상남도,통영시,"경상남도 통영시 동문로 9-1, (태평동)",34.8464343,128.4248854
한명길소아청소년과의원,경기도,부천오정구,"경기도 부천시 오정구 소사로 709, 402호일부, 403호 (원종동, 그린메디칼프라자)",37.5230978,126.8030212
한문수의원,서울특별시,성북구,"서울특별시 성북구 아리랑로 117-5, 2층 (정릉동)",37.6024342,127.0131482
한미의원,경상남도,김해시,"경상남도 김해시 분성로 170, 2층 (외동)",35.2296335,128.8654643
한별여성의원,전라북도,전주덕진구,"전북특별자치도 전주시 덕진구 견훤로 215, (인후동1가)",35.8348521,127.1452248
한빛소아과의원,대구광역시,대구달서구,"대구광역시 달서구 선원남로 113, (이곡동)",35.8573432,128.5125827
한빛소아청소년과의원,강원도,원주시,"강원특별자치도 원주시 태장둔치길 41-1, (태장동)",37.3840013,127.9520472
한빛소아청소년과의원,대전광역시,대전유성구,"대전광역시 유성구 어은로 57, (어은동)",36.3647623,127.3556047
한빛연합소아청소년과의원,경상남도,진주시,"경상남도 진주시 진주역로95번길 25, 202호 (가좌동)",35.1517987,128.112945
한사랑김경희소아청소년과의원,경기도,성남분당구,"경기도 성남시 분당구 중앙공원로40번길 4, 203호 (서현동, 카스스포콤)",37.3803386,127.1294496
한사랑소아과의원,경기도,군포시,"경기도 군포시 번영로 502, 408호 (금정동, 역사상가)",37.3576129,126.9334181
한사랑의원,전라남도,해남군,"전라남도 해남군 송지면 산정1길 58, 58",34.3708293,126.5210132
한소망소아청소년과의원,인천광역시,인천계양구,"인천광역시 계양구 계양문화로 96, (용종동, 강북프라자)",37.539145,126.7371327
한소아과의원,강원도,동해시,"강원특별자치도 동해시 천곡로 86-2, 대륜빌딩 2층 (천곡동)",37.5228664,129.1150572
한소아청소년과의원,울산광역시,울산북구,"울산광역시 북구 염포로 601, 2층 (양정동, 현대자동차회관)",35.538148,129.3882355
