요양기관명,시도코드명,시군구코드명,주소,위도,경도
아이별소아청소년과의원,경기도,하남시,"경기도 하남시 미사강변대로 208, 우승프라자 6층 601,602호 (망월동)",37.5682583,127.1850121
아이보리소아청소년과의원,서울특별시,관악구,"서울특별시 관악구 남부순환로 2056, 6층 (남현동, 태림빌딩)",37.4763122,126.9772237
아이본소아청소년과의원,충청남도,천안서북구,"충청남도 천안시 서북구 한들3로 30, 4층 (백석동)",36.8264714,127.123896
아이봄연합소아청소년과의원,경상북도,칠곡군,"경상북도 칠곡군 북삼읍 금오대로 262, 2층",36.0687809,128.3467768
아이블리소아청소년과의원,경기도,수원영통구,"경기도 수원시 영통구 덕영대로 1470, 망포역 플래티넘베이스 5층 501,502호 (망포동)",37.245807,127.057375
"아이비소아청소년과,이비인후과의원",경상남도,진주시,"경상남도 진주시 향교로 3, 1,3층 102,303,304,305호 (평안동, 진주롯데인벤스)",35.1977844,128.0833451
아이비소아청소년과의원,서울특별시,금천구,"서울특별시 금천구 시흥대로 403, 3층 (독산동, 셈프레팜)",37.469778,126.897619
아이비소아청소년과의원,인천광역시,인천서구,"인천광역시 서구 청라라임로 51, 208호 (연희동, 에일린의뜰)",37.5322137,126.6529199
아이비소아청소년과의원,경기도,시흥시,"경기도 시흥시 능곡번영길 24, 6층 608호 (능곡동)",37.3699079,126.8074818
아이빛소아과의원,서울특별시,관악구,"서울특별시 관악구 남부순환로 1740, (봉천동)",37.481934,126.943257
아이사랑산부인과의원,부산광역시,부산진구,"부산광역시 부산진구 가야대로 470, 아이사랑산부인과 1층일부,2~8층 (개금동)",35.1530236,129.0235039
아이사랑소아과의원,제주특별자치도,제주시,"제주특별자치도 제주시 동광로 131, (일도이동)",33.5079524,126.5406058
아이사랑소아청소년과의원,서울특별시,강서구,"서울특별시 강서구 양천로 556, 3층 303호 (등촌동, 강서메디칼센터)",37.557756,126.8606757
아이사랑소아청소년과의원,서울특별시,성북구,"서울특별시 성북구 보국문로 50, 304호 (정릉동, 청수프라자)",37.6088883,127.0101266
아이사랑소아청소년과의원,서울특별시,동작구,"서울특별시 동작구 상도로53길 6, 3층 (상도동, 순현빌딩)",37.49776019999999,126.9532886
아이사랑소아청소년과의원,인천광역시,인천서구,"인천광역시 서구 봉오재3로 40, 202호 (가정동)",37.5296757,126.6656606
아이사랑소아청소년과의원,인천광역시,인천남동구,"인천광역시 남동구 서창남순환로216번길 12, 4층 405호 (서창동, 월드타워)",37.42350709999999,126.7485656
아이사랑소아청소년과의원,경상북도,칠곡군,"경상북도 칠곡군 석적읍 석적로 921, (석적읍)",36.0726499,128.3940608
아이사랑소아청소년과의원,경상남도,창원의창구,"경상남도 창원시 의창구 평산로 96, (팔용동, 웰빙프라자308호일부)",35.2518139,128.6196903
아이사랑소아청소년과의원,경기도,부천소사구,"경기도 부천시 소사구 옥길로 123, 센타프라자 5층 501,502호 (옥길동)",37.4679857,126.8224865
아이사랑소아청소년과의원,경기도,안양동안구,"경기도 안양시 동안구 관악대로 104, (비산동, 리홈안양이마트)",37.3984221,126.9348808
아이사랑의원,경기도,수원영통구,"경기도 수원시 영통구 태장로 83, 302호 (망포동, 엘지프라자)",37.2393563,127.0553144
아이새움 소아청소년과의원,경기도,광주시,"경기도 광주시 태전동로 29, 태전프라자 2-3층 2층전체, 303,304호 (태전동)",37.3859877,127.2340046
아이샘소아청소년과의원,경기도,부천원미구,"경기도 부천시 원미구 역곡로 30, 401호 (역곡동)",37.4939858,126.8096558
아이생각소아청소년과의원,광주광역시,광주북구,"광주광역시 북구 첨단연신로107번길 45-3, SD빌딩 301호 (신용동)",35.207332,126.8595373
아이세상소아청소년과의원,전라북도,익산시,"전북특별자치도 익산시 선화로3길 31-13, (모현동1가)",35.9550146,126.948041
아이세상소아청소년과의원,제주특별자치도,제주시,"제주특별자치도 제주시 화삼로1길 14, 2층 (화북일동)",33.5147821,126.5752738
아이소리소아청소년과의원,광주광역시,광주남구,"광주광역시 남구 서문대로 692, 은평빌딩 (진월동)",35.1212459,126.8991084
아이소망산부인과의원,인천광역시,인천미추홀구,"인천광역시 미추홀구 미추로 56, 지하1, 1, 2층 (숭의동, 아이소망여성병원)",37.4648905,126.6462191
아이숲소아청소년과의원,서울특별시,서초구,"서울특별시 서초구 헌릉로8길 45, (내곡동, 서초 포레스타 2단지)",37.455484,127.0609785
아이숲소아청소년과의원,광주광역시,광주북구,"광주광역시 북구 황계로 34, 201동 2층 상가205호 (운암동, 벽산블루밍 메가씨티)",35.1746115,126.8767949
아이숲연합소아청소년과의원,대구광역시,대구동구,"대구광역시 동구 안심로22길 56, 느티타워 3층 (율하동)",35.8633308,128.6978196
아이쑥쑥소아청소년과의원,서울특별시,광진구,"서울특별시 광진구 광나루로 604, (구의동, 진넥스베르디엠 2층, 202호)",37.5415728,127.0949101
아이안소아청소년과의원,충청북도,청주흥덕구,"충청북도 청주시 흥덕구 대농로 39, 3층 (복대동)",36.6423613,127.4267399
아이앤누리소아청소년과 의원,경기도,수원권선구,"경기도 수원시 권선구 덕영대로1201번길 36, 2층 (권선동, 웰스톤프라자)",37.2507632,127.0230863
아이앤맘소아청소년과의원,강원도,강릉시,"강원특별자치도 강릉시 옥가로 21, 3,7층 (옥천동)",37.7583852,128.898927
아이언소아청소년과의원,경기도,화성시,"경기도 화성시 화산중앙로 44, 203호 (송산동, 미림프라자)",37.2080741,127.0129577
아이언소아청소년과의원,경기도,용인기흥구,"경기도 용인시 기흥구 금화로 92, (상갈동, 한솔프라자 202호)",37.2665146,127.1081506
아이언소아청소년과의원,경기도,남양주시,"경기도 남양주시 늘을2로 26, 메인시네마타워 603호 (호평동)",37.6550733,127.2440765
아이엔드소아청소년과의원,경기도,시흥시,"경기도 시흥시 장현능곡로 9, 3층 302,303호 (장곡동)",37.373009,126.7915551
아이엘산부인과소아청소년과의원,서울특별시,영등포구,"서울특별시 영등포구 양평로 32, 지하1,2,3층 (당산동6가)",37.5336601,126.9029139
아이엘소아청소년과의원,부산광역시,부산해운대구,"부산광역시 해운대구 마린시티2로 33, 721~3호 (우동, 해운대두산위브더제니스)",35.1566914,129.1449969
아이엘소아청소년과의원,경기도,고양덕양구,"경기도 고양시 덕양구 화중로 50, 반석프라자 3층 302호 (화정동)",37.6317004,126.8306719
아이엠유의원,서울특별시,송파구,"서울특별시 송파구 잠실로 156, 잠실광역환승센터 103호 (신천동)",37.512369,127.100623
아이영소아청소년과의원,경기도,양주시,"경기도 양주시 옥정서로 221, 401호 (옥정동)",37.8254878,127.0928044
아이오르의원,경기도,오산시,"경기도 오산시 대원로 30, 3층 304,305,306호 (원동)",37.7271708,126.8195671
아이온소아청소년과의원,서울특별시,구로구,"서울특별시 구로구 경인로 661, 신도림1차푸르지오 211,212호 (신도림동)",37.5093957,126.8877258
아이온소아청소년과의원,경기도,광주시,"경기도 광주시 오포읍 양벌로 327, 3층",37.3701601,127.2463969
아이온연합소아청소년과의원,경기도,수원권선구,"경기도 수원시 권선구 금곡로 116, 303호 (금곡동, 유동타워)",37.2739036,126.9430444
아이원소아청소년과의원,광주광역시,광주남구,"광주광역시 남구 효천2로가길 11-1, (임암동)",35.101919,126.8744506
아이원소아청소년과의원,대구광역시,대구달성군,"대구광역시 달성군 다사읍 달구벌대로 863, (다사읍)",35.8591199,128.4647789
아이웰봄 소아청소년과의원,경기도,용인기흥구,"경기도 용인시 기흥구 서천로 121, (서천동)",37.2371261,127.0727357
아이웰소아청소년과의원,서울특별시,송파구,"서울특별시 송파구 올림픽로 435, (신천동, 파크리오상가B동 308호)",37.5211214,127.1094588
아이웰소아청소년과의원,경기도,화성시,"경기도 화성시 향남읍 발안로 116, 중앙프라자 406호",37.1309759,126.9229315
아이웰소아청소년과의원,경기도,하남시,"경기도 하남시 감일백제로 169, 405,406호 (감이동)",37.5055752,127.1651896
아이자람소아청소년과의원,대구광역시,대구달서구,"대구광역시 달서구 월배로 120, 서호메디컬타워 3층 301호 (진천동)",35.808743,128.5258349
아이제일산부인과의원,서울특별시,은평구,"서울특별시 은평구 서오릉로 81, (역촌동)",37.6016427,126.9131317
아이조아소아청소년과의원,경상남도,창원의창구,"경상남도 창원시 의창구 도계로 68, (도계동)",35.2585339,128.6380895
아이조은365연합소아청소년과의원,경기도,시흥시,"경기도 시흥시 목감중앙로 47, 302~303, 203호 (조남동)",37.3735073,126.8548188
아이조은성모소아청소년과의원,서울특별시,동작구,"서울특별시 동작구 보라매로 106, 2층 (신대방동)",37.4986998,126.9283627
아이조은소아청소년과의원,경상남도,양산시,"경상남도 양산시 동면 금오13길 50, 201호",35.3201369,129.0250585
아이조은행복쑥쑥소아청소년과의원,경기도,시흥시,"경기도 시흥시 목감남서로 9-15, 태강플라자 501,502,503호 (조남동)",37.3777164,126.8524011
아이조은행복쑥쑥소아청소년과의원,경기도,김포시,"경기도 김포시 김포대로 693, 2,3층 201-204,3층호 (풍무동)",37.6116172,126.7333367
아이좋은소아청소년과의원,울산광역시,울산울주군,"울산광역시 울주군 언양읍 능골길 17-5, 2, 3, 4층",35.5779413,129.1218061
아이큰소아청소년과의원,경상북도,구미시,"경상북도 구미시 산동면 신당1로3길 19, 2층 203호",36.1558186,128.4312019
아이클소아청소년과의원,경기도,김포시,"경기도 김포시 김포한강11로 288-5, 한강베네치아 202,205호 (운양동)",37.6552888,126.6818452
아이키소아청소년과의원,서울특별시,마포구,"서울특별시 마포구 마포대로 231, 102동 1층 101, 102, 104호 (아현동, 마포 푸르지오 더 센트럴)",37.5544849,126.9562273
아이튼튼소아과의원,경기도,부천오정구,"경기도 부천시 오정구 소사로 754, 2층 (원종동)",37.5232637,126.8051956
아이튼튼소아청소년과의원,부산광역시,부산동래구,"부산광역시 동래구 명륜로 191, 3층 (명륜동)",35.2109651,129.0824951
아이튼튼소아청소년과의원,강원도,원주시,"강원특별자치도 원주시 서원대로 406, 5층 504,505호 (단구동)",37.3302157,127.9496653
아이튼튼소아청소년과의원,충청북도,청주상당구,"충청북도 청주시 상당구 중고개로 137, 5층 8,9호 (용암동)",36.6172121,127.5177684
아이튼튼소아청소년과의원,충청남도,천안서북구,"충청남도 천안시 서북구 불당33길 26, 5층 (불당동)",36.812454,127.1078597
아이튼튼소아청소년과의원,경상북도,안동시,"경상북도 안동시 경북대로 407, 5층 (옥동)",36.5589077,128.6918064
아이튼튼연합소아청소년과의원,전라남도,순천시,"전라남도 순천시 해룡면 신대로 116, 2층",34.9338165,127.5492351
아이편한소아청소년과의원,서울특별시,성동구,"서울특별시 성동구 왕십리로 410, 센트라스 L상가동 2동 216호 (하왕십리동, 센트라스)",37.56610999999999,127.0276467
아이편한소아청소년과의원,강원도,원주시,"강원특별자치도 원주시 단구로 398, 청솔3차아파트 1층 104호 (단구동)",37.3213732,127.9546648
아이편한소아청소년과의원,경기도,화성시,"경기도 화성시 효행로 1337-23, 201동 209-211호 (반월동, e편한세상 신동탄)",37.2257544,127.0609304
아이플러스소아청소년과의원,대구광역시,대구달성군,"대구광역시 달성군 다사읍 서재로7길 2, (다사읍)",35.8684099,128.4933487
아이플러스소아청소년과의원,인천광역시,인천계양구,"인천광역시 계양구 장제로875번길 1, 2층 (임학동, 대신빌딩)",37.5452508,126.7383552
아이플렉스소아청소년과의원,인천광역시,인천연수구,"인천광역시 연수구 컨벤시아대로 81, 드림시티 3층 301호일부,302호 (송도동)",37.3949448,126.6501446
아이힐소아청소년과의원,충청남도,천안서북구,"충청남도 천안시 서북구 동서대로 135, 6~8층 (성정동)",36.8261423,127.138371
아인성모이비인후과의원,경기도,수원영통구,"경기도 수원시 영통구 광교호수공원로 277, 2층 2F-001, 002호 (원천동, 광교중흥에스클래스)",37.2825174,127.0574661
아주대우아동소아청소년과의원,경상남도,거제시,"경상남도 거제시 아주1로2길 65, 1,2,3,4층 (아주동)",34.8671991,128.6851002
아주맑은소아청소년과의원,경기도,수원영통구,"경기도 수원시 영통구 효원로 363, (매탄동, 303상가 B202호, 203호)",37.2618194,127.04141
아주푸른소아청소년과의원,부산광역시,부산강서구,"부산광역시 강서구 과학산단로306번길 10, 상가동 2층 209.210호 (지사동, 협성DS.엘리시안 상가동))",35.1500304,128.8383655
아톰소아청소년과의원,경상남도,창원성산구,"경상남도 창원시 성산구 안민안길 20, (안민동, 103호)",35.1865858,128.6917697
안경민소아청소년과의원,부산광역시,부산진구,"부산광역시 부산진구 성지로 77-1, (초읍동)",35.17746899999999,129.0537314
안녕소아청소년과의원,서울특별시,강동구,"서울특별시 강동구 고덕로 391, 8층 (고덕동)",37.5572494,127.1689747
안대덕소아청소년과의원,대구광역시,대구서구,"대구광역시 서구 서대구로 58, (내당동)",35.86314309999999,128.5566153
안민의원,서울특별시,중랑구,"서울특별시 중랑구 겸재로 180, (면목동)",37.588172,127.0879727
안성의료복지사회적협동조합 서안성의원,경기도,안성시,"경기도 안성시 공도읍 승두길 40, 40",36.9985547,127.1721379
안소아과의원,경상북도,상주시,"경상북도 상주시 상산로 271, (남성동)",36.4119925,128.1591596
안소아청소년과의원,경기도,부천원미구,"경기도 부천시 원미구 길주로 307, 로얄프라자 201호 (중동)",37.5034988,126.7767627
안재소아과의원,경상북도,구미시,"경상북도 구미시 검성로 76, (황상동)",36.1171533,128.4256849
안주영소아청소년과의원,경기도,성남수정구,"경기도 성남시 수정구 위례광장로 310, B동 402호 (창곡동, 우성트램타워)",37.4727407,127.1426931
안호식소아청소년과의원,부산광역시,부산사상구,"부산광역시 사상구 가야대로 274-3, 4층 (주례동)",35.1501414,129.0026051
안희정소아과의원,서울특별시,성동구,"서울특별시 성동구 독서당로 295-1, (금호동3가)",37.549893,127.0195641
알렌기념의원,경기도,부천원미구,"경기도 부천시 원미구 조종로 8, 성원빌딩 지하1, 1, 2 층 (원미동)",37.4932348,126.7858515
앞산에서소아청소년과의원,대구광역시,대구남구,"대구광역시 남구 신촌길 57, 앞산비스타동원 상가 402동 2층 205호 (봉덕동)",35.838873,128.6022713
앞선소아청소년과의원,울산광역시,울산남구,"울산광역시 남구 수암로 130, 7층 (야음동, 메디어스빌딩)",35.5274216,129.3212967
애경연세소아청소년과의원,서울특별시,구로구,"서울특별시 구로구 경인로67길 23, 301호 (신도림동, 신도림2차푸르지오)",37.51302889999999,126.8821774
애플소아과의원,경상북도,포항북구,"경상북도 포항시 북구 새천년대로 1053, (창포동)",36.0628496,129.3707031
애플소아청소년과의원,서울특별시,노원구,"서울특별시 노원구 동일로 1530, 3층 305호 (상계동)",37.665073,127.0580605
애플소아청소년과의원,충청북도,음성군,"충청북도 음성군 금왕읍 무극로 288, 2층",36.9928757,127.5935333
애플소아청소년과의원,제주특별자치도,제주시,"제주특별자치도 제주시 중앙로 560, (아라일동, 아라Ye s빌딩)",33.5011653,126.5284805
애플소아청소년과의원,경기도,김포시,"경기도 김포시 고촌읍 인향로24번길 78, 1층",37.6002108,126.7677544
애플소아청소년과의원,경기도,성남분당구,"경기도 성남시 분당구 성남대로779번길 50, MDG 1층 (이매동)",37.3995005,127.1230285
앨리소아청소년과의원,경기도,수원영통구,"경기도 수원시 영통구 광교호수공원로 80, A동 210,211호 (원천동, 광교아이파크)",37.2739632,127.0611173
양소아청소년과의원,인천광역시,인천남동구,"인천광역시 남동구 함박뫼로 441, 203호 (논현동)",37.4094394,126.7115558
양수연소아청소년과의원,서울특별시,중랑구,"서울특별시 중랑구 봉화산로 218, 2층 203호 (신내동)",37.6073352,127.0970557
양승철소아청소년과의원,제주특별자치도,서귀포시,"제주특별자치도 서귀포시 중정로 50, 3,4층 (서귀동)",33.247364,126.561737
양정분산부인과의원,경기도,이천시,"경기도 이천시 이섭대천로 1186, (중리동)",37.2762036,127.4472371
양정안소아청소년과의원,서울특별시,구로구,"서울특별시 구로구 경인로20길 6, 포스시티 105,106호 (오류동)",37.4954172,126.843374
양지현소아청소년과의원,경기도,포천시,"경기도 포천시 중앙로 73, (신읍동)",37.8935091,127.1998016
양천성모소아청소년과의원,서울특별시,양천구,"서울특별시 양천구 목동서로 389, 테마프라자 403호 (신정동)",37.5158046,126.8611952
엄마마음소아청소년과의원,경기도,수원장안구,"경기도 수원시 장안구 장안로 226, 동신종합상가 1층 30,31,32호 (정자동)",37.2944571,127.0006664
엄마맘소아청소년과의원,강원도,원주시,"강원특별자치도 원주시 양지로 4, 2층 202호 (반곡동, 더조은메디컬빌딩 )",37.3253888,127.9788423
엄마와아이들소아청소년과산부인과의원,인천광역시,인천서구,"인천광역시 서구 가정로 388, (가정동)",37.5194474,126.6733212
엄민숙소아청소년과의원,서울특별시,광진구,"서울특별시 광진구 용마산로 46, 2층 (중곡동)",37.5576487,127.0882603
엄소아과의원,경기도,고양일산서구,"경기도 고양시 일산서구 원일로 126, 원프라자 202호일부, 203-205호 (일산동)",37.68488139999999,126.7758675
에델여성의원,경상남도,양산시,"경상남도 양산시 물금읍 야리로 127, 4층(전부),5층(501~503),6층(607)호",35.3113801,129.0096102
에디슨 소아청소년과의원,경기도,성남수정구,"경기도 성남시 수정구 수정로 208, 메드위즈 2층 201호, 11층 전체호 (신흥동)",37.4439458,127.142798
에바마레소아청소년과의원,경상북도,구미시,"경상북도 구미시 이계북로 141, 1층 (진평동)",36.1059148,128.4180215
에벤에셀박소아청소년과의원,서울특별시,금천구,"서울특별시 금천구 금하로 720, 208호 (시흥동)",37.4504169,126.909445
에스케이(SK)메디모아소아청소년과의원,경기도,수원장안구,"경기도 수원시 장안구 이목로 24-9, (정자동)",37.3093448,126.984863
에이플 소아청소년과의원,경기도,의왕시,"경기도 의왕시 내손중앙로 4, 3층 310, 311호 (내손동)",37.3891201,126.9768878
에코소아청소년과의원,전라북도,전주덕진구,"전북특별자치도 전주시 덕진구 백석동로 17, 2~4층 (송천동2가)",35.8767625,127.1250384
에코황의원,대전광역시,대전동구,"대전광역시 동구 새울로 104, 4층 (용운동)",36.3275993,127.4619051
엔젤메디칼의원,경기도,안양만안구,"경기도 안양시 만안구 충훈로 87, (석수동)",37.40748689999999,126.8987292
엔젤소아청소년과의원,서울특별시,강서구,"서울특별시 강서구 공항대로41길 52, (등촌동)",37.5600424,126.8462313
엔젤소아청소년과의원,서울특별시,성북구,"서울특별시 성북구 솔샘로25길 20, 상가동 309호 (정릉동, 풍림아이원아파트)",37.6189905,127.0071673
엔젤소아청소년과의원,대전광역시,대전유성구,"대전광역시 유성구 은구비남로33번길 36, (지족동,3층)",36.373884,127.3195199
엔젤소아청소년과의원,충청남도,공주시,"충청남도 공주시 번영1로 124, (신관동)",36.4740893,127.1411935
엔젤연합소아청소년과의원,전라북도,부안군,"전북특별자치도 부안군 부안읍 석정로 233, (부안읍)",35.7248787,126.7377501
엘림소아청소년과의원,서울특별시,노원구,"서울특별시 노원구 한글비석로 250, 219호 (중계동, 그린코아빌딩)",37.6499986,127.0770408
엘림의원,서울특별시,금천구,"서울특별시 금천구 독산로50길 84, 2층 (시흥동)",37.4623815,126.9088241
엘소아청소년과의원,서울특별시,성동구,"서울특별시 성동구 왕십리로 410, 샤인스트리트상가 G동 2층 201, 202호 (하왕십리동, 센트라스)",37.56610999999999,127.0276467
엘소아청소년과의원,전라북도,군산시,"전북특별자치도 군산시 하나운로 67, (나운동)",35.9646103,126.7017222
엘소아청소년과의원,경상남도,창원진해구,"경상남도 창원시 진해구 남영로 56, 더원프라자 3층 302호 (남문동)",35.1058469,128.7616923
엘키즈의원,경기도,군포시,"경기도 군포시 산본천로 56, 센트로 601 오피스텔 404호 (산본동)",37.3603172,126.9300206
엠앤엠소아청소년과의원,경기도,고양일산서구,"경기도 고양시 일산서구 강선로 49, 304호 (주엽동, 일산비스타오피스텔)",37.6687687,126.763389
엠제이소아청소년과의원,서울특별시,금천구,"서울특별시 금천구 두산로 81, 4층 (독산동)",37.469929,126.897042
엠코소아청소년과의원,서울특별시,중랑구,"서울특별시 중랑구 망우로 353, C동 308호 (상봉동, 현대프리미어스엠코)",37.5981008,127.0905139
여계순소아청소년과의원,부산광역시,부산연제구,"부산광역시 연제구 아시아드대로 92, 2층 (거제동)",35.1927724,129.06743
여순소아청소년과의원,부산광역시,부산해운대구,"부산광역시 해운대구 센텀동로 99, 2층 204,205호 (재송동, 벽산e 센텀클래스원)",35.1762416,129.1260502
역북참내과의원,경기도,용인처인구,"경기도 용인시 처인구 명지로40번길 15-15, 골든프라자 3층 (역북동)",37.2312784,127.186699
연경소아청소년과의원,대구광역시,대구동구,"대구광역시 동구 동화천로 390, GH메디컬타워 3층 (지묘동)",35.9427527,128.6298482
연규홍소아청소년과의원,강원도,원주시,"강원특별자치도 원주시 남원로534번길 26, 3층 (단구동, 중앙빌딩)",37.3301697,127.9490328
연꽃안에소아청소년과의원,부산광역시,부산연제구,"부산광역시 연제구 중앙천로2번길 3, 8층 801호 (연산동)",35.1752821,129.0843673
연동365일의원,제주특별자치도,제주시,"제주특별자치도 제주시 연북로 99, 2층 (연동, 365빌딩)",33.4821825,126.4920391
연산제일의원,전라남도,목포시,"전라남도 목포시 원산중앙로 96, 2층 (연산동)",34.8119208,126.381293
연세365소아청소년과의원,서울특별시,양천구,"서울특별시 양천구 신월로 282, 2층 (신정동)",37.5210423,126.8521382
연세365소아청소년과의원,경기도,하남시,"경기도 하남시 미사강변대로226번길 26, 302호 (망월동, 미사원프라자)",37.5697631,127.1849964
연세365소아청소년과의원,인천광역시,인천계양구,"인천광역시 계양구 양지로 133, 영화빌딩 302호 (귤현동)",37.5669586,126.7490544
연세365소아청소년과의원,경기도,화성시,"경기도 화성시 수노을중앙로 142, 4층 404,405호 (새솔동)",37.2843924,126.8186011
연세e소아청소년과의원,인천광역시,인천연수구,"인천광역시 연수구 앵고개로264번길 46, 2층 (동춘동)",37.4066786,126.6708235
연세가정의학과소아과의원,경기도,안산상록구,"경기도 안산시 상록구 해양1로 11, 203,204호 (사동, 푸르지오6차 상가)",37.2955646,126.8234831
연세고래소아청소년과의원,경기도,남양주시,"경기도 남양주시 다산중앙로172번길 38, 주)반석종합개발 2층 205호 (다산동)",37.6281995,127.1564082
연세고운맘소아청소년과의원,강원도,원주시,"강원특별자치도 원주시 시청로 86, 203호 (무실동, 부영골든빌)",37.3361701,127.9278349
연세곰돌이소아청소년과의원,서울특별시,서초구,"서울특별시 서초구 방배로 226, 넥센강남타워 3층 (방배동)",37.49340520000001,126.9906826
연세국민건강내과소아청소년과의원,서울특별시,송파구,"서울특별시 송파구 중대로 105, 가락 ID TOWER 201~203, 301, 303호 (가락동)",37.4935747,127.12002
연세권아름성장의원,서울특별시,서초구,"서울특별시 서초구 반포대로 291, 원베일리 스퀘어 4층 430~433호 (반포동)",37.4955764,127.0056948
연세기린소아청소년과의원,인천광역시,인천서구,"인천광역시 서구 이음5로 60, JS프라자 3층 308~311호 (원당동)",37.594168,126.7142584
연세기린의원,서울특별시,노원구,"서울특별시 노원구 상계로1길 38, 금문 3층 전체호 (상계동)",37.6577169,127.0617182
연세김&이소아과의원,서울특별시,노원구,"서울특별시 노원구 노원로34길 112, (상계동, 코럴빌딩)",37.6639295,127.0662693
연세꾸러기소아청소년과의원,인천광역시,인천연수구,"인천광역시 연수구 독배로40번길 43, 301호 (옥련동, 신송빌딩)",37.4246218,126.6472726
연세꿈나무소아청소년과의원,인천광역시,인천부평구,"인천광역시 부평구 부영로189번길 51, 103,104-1호 (산곡동, 오남프라자)",37.5020609,126.7129695
연세꿈사랑소아청소년과의원,경기도,광명시,"경기도 광명시 하안로 295, 3층 (하안동, 노벨빌딩)",37.4619819,126.8799361
연세꿈소아청소년과의원,경기도,안산단원구,"경기도 안산시 단원구 원초로 30, 301호 (원곡동, 보성프라자)",37.3283596,126.801763
연세나무소아청소년과의원,서울특별시,마포구,"서울특별시 마포구 월드컵북로 502, 201호 (상암동, 월드컵파크프라자)",37.5850656,126.8798188
연세나오미의원,인천광역시,인천남동구,"인천광역시 남동구 백범로 338-1, 지하1,지상1~5층 전체호 (간석동)",37.4649343,126.7130399
연세네오소아청소년과의원,서울특별시,강서구,"서울특별시 강서구 마곡중앙5로 81, 402.403호 (마곡동)",37.5671206,126.8185752
연세놀이터소아청소년과의원,경기도,파주시,"경기도 파주시 금빛로 24-28, 우성메디피아 2층 204~205호 (금촌동)",37.751623,126.7682771
연세누리소아청소년과의원,서울특별시,동대문구,"서울특별시 동대문구 전농로10길 20, (답십리동, 청솔우성아파트 상가1동 210,211호 )",37.5745808,127.0599849
연세누리소아청소년과의원,경기도,고양덕양구,"경기도 고양시 덕양구 중앙로 628, 3층 303호 (화정동)",37.6275276,126.8289271
연세누리소아청소년과의원,경기도,평택시,"경기도 평택시 상서재로 55, 근생1동 02,03호 (동삭동, 평택센트럴자이 3단지)",37.0212147,127.101122
연세뉴키즈소아청소년과의원,서울특별시,마포구,"서울특별시 마포구 마포대로 195, (아현동, 마포래미안푸르지오4단지 상가 4-220호, 4-219호 일부)",37.5538275,126.9541387
연세뉴키즈소아청소년과의원,경기도,용인기흥구,"경기도 용인시 기흥구 서천로127번길 3-3, (서천동, 에스비타운 403호)",37.2368067,127.0724434
연세다봄의원,경기도,평택시,"경기도 평택시 동삭1로22번길 19-17, 메인프라자 2층 206,207호 (동삭동)",37.02010690000001,127.0936509
연세다온소아청소년과의원,서울특별시,중구,"서울특별시 중구 만리재로 177, 서울역한라비발디센트럴단지내상가 지하1층 10호 (만리동2가)",37.5551129,126.9657954
연세더자람소아청소년과의원,경기도,하남시,"경기도 하남시 아리수로 570, 미사역 효성해링턴 타워 더 퍼스트 2027, 2028-1호 (망월동)",37.5668378,127.1906221
연세도레미소아청소년과의원,인천광역시,인천동구,"인천광역시 동구 송현로 47, 2층 (송현동)",37.480146,126.6366825
연세도우리소아청소년과의원,서울특별시,강남구,"서울특별시 강남구 삼성로 14, S동 216호, 312호 (개포동, 개포자이 프레지던스)",37.48553709999999,127.0714351
연세두리소아청소년과의원,경기도,성남분당구,"경기도 성남시 분당구 돌마로 80, 201호 6~8호 (구미동, 현대벤처빌)",37.3497074,127.1100577
연세두리소아청소년과의원,인천광역시,인천서구,"인천광역시 서구 원당대로 859, 302호 (원당동, 원당메디칼프라자)",37.5966118,126.703559
연세드림소아청소년과의원,서울특별시,성동구,"서울특별시 성동구 금호로 117, 상가동 지하2,3층 28,30, 3호 (금호동2가, 금호자이1차)",37.55295390000001,127.02241
연세드림소아청소년과의원,인천광역시,인천부평구,"인천광역시 부평구 마장로 296, 3층 (산곡동, 롯데마트)",37.5049914,126.7041085
연세똘똘이소아청소년과의원,인천광역시,인천남동구,"인천광역시 남동구 호구포로 794-1, 2층 (구월동)",37.4532217,126.7193269
연세라이프내과의원,서울특별시,송파구,"서울특별시 송파구 올림픽로 114, 서경빌딩 4층 (잠실동)",37.5114154,127.0831936
연세로이소아청소년과의원,경기도,수원팔달구,"경기도 수원시 팔달구 인계로 20, 매교역 푸르지오 SK뷰 근린생활시설 204~206호 (매교동)",37.2699394,127.0197618
연세마리소아청소년과의원,경기도,수원영통구,"경기도 수원시 영통구 영통로153번길 98, 3층 (망포동)",37.24140690000001,127.0499693
연세맑은이비인후과송소아청소년과의원,서울특별시,강남구,"서울특별시 강남구 남부순환로 2927, 207,307호 (대치동, 대치클래시아)",37.4935926,127.0606859
연세맘소아청소년과의원,경기도,하남시,"경기도 하남시 감일백제로 105, 신성메디타워 401호 (감이동)",37.5046962,127.1612789
연세메디소아청소년과의원,경기도,고양덕양구,"경기도 고양시 덕양구 지축로 62, 아인시티 501~503호 (지축동)",37.6514647,126.9183268
연세메디의원,경기도,의왕시,"경기도 의왕시 백운중앙로 84, 예수교대한성결교회백운호수교회 1층 101호 (학의동)",37.3702937,127.0089939
연세모두소아청소년과의원,경기도,김포시,"경기도 김포시 김포한강8로 410, 스타프라자 403~404호 (구래동)",37.6429739,126.6236519
